ID,CPC21code,CPC21title,CPC21ExplanatoryNote
3104,"62251","Specialized store retail trade services, of books, newspapers, magazines and stationery","This subclass includes:- trade services related to:* goods of group 322 (Books, in print)* goods of group 323 (Newspapers and periodicals, daily, in print)* goods of group 324 (Newspapers and periodicals, other than daily, in print)* goods of group 325 (Printed maps; music, printed or in manuscript; postcards, greeting cards, pictures and plans)* goods of group 326 (Stamps, cheque forms, banknotes, stock certificates, brochures and leaflets, advertising material and other printed matter)* goods of group 327 (Registers, account books, notebooks, letter pads, diaries and similar articles, blotting-pads, binders, file covers, forms and other articles of stationery, of paper or paperboard)"
3105,"62252","Specialized store retail trade services, of photographic, optical and precision equipment","This subclass includes:- trade services related to:* goods of group 482 (Instruments and appliances for measuring, checking, testing, navigating and other purposes, except optical instruments; industrial process control equipment; parts and accessories thereof)* goods of group 483 (Optical instruments and photographic equipment, and parts and accessories thereof)"
3106,"62253","Specialized store retail trade services, of games and toys","This subclass includes:- trade services related to:* goods of group 385 (Games and toys)"
3107,"62254","Specialized store retail trade services, of watches, clocks and jewellery","This subclass includes:- trade services related to:* goods of group 382 (Jewellery and related articles)* goods of group 484 (Watches and clocks, and parts thereof)"
3108,"62255","Specialized store retail trade services, of sports goods (incl. bicycles)","This subclass includes:- trade services related to:* goods of group 384 (Sports goods)* goods of group 494 (Pleasure and sporting boats)* goods of subclass 49921 (Bicycles and other cycles, not motorized)"
3109,"62256","Specialized store retail trade services, of leather goods and travel accessories","This subclass includes:- trade services related to:* goods of class 2831 (Tanned or dressed furskins)* goods of group 291 (Tanned or dressed leather; composition leather)* goods of group 292 (Luggage, handbags and the like; saddlery and harness; other articles of leather)"
3110,"62259","Specialized store retail trade services, of miscellaneous consumer goods n.e.c.","This subclass includes:- trade services related to:* goods of group 361 (Rubber tyres and tubes)* goods of group 383 (Musical instruments)* goods of group 464 (Accumulators, primary cells and primary batteries, and parts thereof)"
3111,"6226","Specialized store retail trade services, of construction materials and hardware",
3112,"62261","Specialized store retail trade services, of construction materials and flat glass","This subclass includes:- trade services related to:* goods of group 314 (Boards and panels)* goods of group 315 (Veneer sheets; sheets for plywood; densified wood)* goods of group 316 (Builders' joinery and carpentry of wood (including cellular wood panels, assembled parquet panels, shingles and shakes))* goods of class 3695 (Builders' ware of plastics n.e.c.)* goods of class 3696 (Parts n.e.c. of lamps, lighting fittings, illuminated signs, illuminated name-plates and the like, of plastics)* goods of class 3711 (Unworked glass, flat glass and pressed or moulded glass for construction; glass mirrors)* goods of class 3712 (Glass fibres and articles thereof, except woven fabrics)* goods of class 3731 (Bricks, blocks, tiles and other ceramic goods of siliceous earths)* goods of class 3732 (Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of siliceous earths)* goods of class 3733 (Refractory cements, mortars, concretes and similar compositions n.e.c.)* goods of class 3734 (Unfired refractory products; other refractory ceramic goods)* goods of class 3735 (Non-refractory ceramic building bricks, flooring blocks, support or filler tiles, roofing tiles, chimney-pots, cowls, chimney liners, architectural ornaments and other ceramic construction goods)* goods of class 3737 (Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like)* goods of group 374 (Cement, lime and plaster)* goods of group 375 (Articles of concrete, cement and plaster)* goods of group 376 (Monumental or building stone and articles thereof)"
3113,"62262","Specialized store retail trade services, of fittings, fixtures and ceramic sanitary fixtures","This subclass includes:- trade services related to:* goods of class 3693 (Baths, wash-basins, lavatory pans and covers, flushing cisterns and similar sanitary ware, of plastics)* goods of class 3721 (Ceramic sinks, baths, water closet pans, flushing cisterns and similar sanitary fixtures)* goods of class 3736 (Non-refractory ceramic pipes, conduits, guttering and pipe fittings)"
3114,"62263","Specialized store retail trade services, of wallpaper and floor coverings","This subclass includes:- trade services related to:* goods of group 272 (Carpets and other textile floor coverings)* goods of subclass 32194 (Wallpaper and similar wall coverings; window transparencies of paper)* goods of class 3691 (Floor coverings of plastics, in rolls or in the form of tiles; wall or ceiling coverings of plastics)"
3115,"62264","Specialized store retail trade services, of paints, varnishes and lacquers","This subclass includes:- trade services related to:* goods of group 351 (Paints and varnishes and related products; artists' colours; ink)"
3116,"62265","Specialized store retail trade services, of hardware and hand tools","This subclass includes:- trade services related to:* goods of class 4292 (Hand tools (including hand tools of a kind used in agriculture, horticulture or forestry, hand saws, files, pliers and metal cutting shears, hand-operated spanners, blow-lamps and clamps); interchangeable tools for hand tools or for machine tools, including dies for drawing or extruding metal, and rock drilling or earth boring tools; knives for machines; plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets)* goods of group 442 (Machine-tools and parts and accessories thereof)"
3117,"6227","Specialized store retail trade services, of chemical and pharmaceutical products",
3118,"62272","Specialized store retail trade services, of fertilizers and agrochemical products","This subclass includes:- trade services related to:* goods of group 346 (Fertilizers and pesticides)"
